"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Colorado"	"08"	"20-24 years"	"20-24"	"2010"	"2010"	311	348615	89.2
	"Colorado"	"08"	"20-24 years"	"20-24"	"2011"	"2011"	315	359574	87.6
	"Colorado"	"08"	"20-24 years"	"20-24"	"2012"	"2012"	308	365253	84.3
	"Colorado"	"08"	"20-24 years"	"20-24"	"2013"	"2013"	299	374846	79.8
	"Colorado"	"08"	"20-24 years"	"20-24"	"2014"	"2014"	311	382932	81.2
	"Colorado"	"08"	"20-24 years"	"20-24"	"2015"	"2015"	339	390067	86.9
	"Colorado"	"08"	"20-24 years"	"20-24"	"2016"	"2016"	382	390626	97.8
	"Colorado"	"08"	"20-24 years"	"20-24"	"2017"	"2017"	337	377367	89.3
	"Colorado"	"08"	"20-24 years"	"20-24"	"2018"	"2018"	344	378514	90.9
	"Colorado"	"08"	"25-29 years"	"25-29"	"1999"	"1999"	285	326929	87.2
	"Colorado"	"08"	"25-29 years"	"25-29"	"2000"	"2000"	264	331795	79.6
	"Colorado"	"08"	"25-29 years"	"25-29"	"2001"	"2001"	302	328262	92.0
	"Colorado"	"08"	"25-29 years"	"25-29"	"2002"	"2002"	276	325998	84.7
	"Colorado"	"08"	"25-29 years"	"25-29"	"2003"	"2003"	286	322088	88.8
	"Colorado"	"08"	"25-29 years"	"25-29"	"2004"	"2004"	294	326122	90.2
	"Colorado"	"08"	"25-29 years"	"25-29"	"2005"	"2005"	259	327804	79.0
	"Colorado"	"08"	"25-29 years"	"25-29"	"2006"	"2006"	321	338467	94.8
	"Colorado"	"08"	"25-29 years"	"25-29"	"2007"	"2007"	330	349048	94.5
	"Colorado"	"08"	"25-29 years"	"25-29"	"2008"	"2008"	289	360077	80.3
	"Colorado"	"08"	"25-29 years"	"25-29"	"2009"	"2009"	344	367384	93.6
	"Colorado"	"08"	"25-29 years"	"25-29"	"2010"	"2010"	330	372459	88.6
	"Colorado"	"08"	"25-29 years"	"25-29"	"2011"	"2011"	343	379274	90.4
	"Colorado"	"08"	"25-29 years"	"25-29"	"2012"	"2012"	377	384243	98.1
	"Colorado"	"08"	"25-29 years"	"25-29"	"2013"	"2013"	346	391452	88.4
	"Colorado"	"08"	"25-29 years"	"25-29"	"2014"	"2014"	376	401531	93.6
	"Colorado"	"08"	"25-29 years"	"25-29"	"2015"	"2015"	401	416394	96.3
	"Colorado"	"08"	"25-29 years"	"25-29"	"2016"	"2016"	477	426572	111.8
	"Colorado"	"08"	"25-29 years"	"25-29"	"2017"	"2017"	502	440350	114.0
	"Colorado"	"08"	"25-29 years"	"25-29"	"2018"	"2018"	472	453907	104.0
	"Colorado"	"08"	"30-34 years"	"30-34"	"1999"	"1999"	333	327928	101.5
	"Colorado"	"08"	"30-34 years"	"30-34"	"2000"	"2000"	303	332232	91.2
	"Colorado"	"08"	"30-34 years"	"30-34"	"2001"	"2001"	379	346383	109.4
	"Colorado"	"08"	"30-34 years"	"30-34"	"2002"	"2002"	334	352813	94.7
	"Colorado"	"08"	"30-34 years"	"30-34"	"2003"	"2003"	337	350748	96.1
	"Colorado"	"08"	"30-34 years"	"30-34"	"2004"	"2004"	350	347503	100.7
	"Colorado"	"08"	"30-34 years"	"30-34"	"2005"	"2005"	334	339536	98.4
	"Colorado"	"08"	"30-34 years"	"30-34"	"2006"	"2006"	330	334947	98.5
	"Colorado"	"08"	"30-34 years"	"30-34"	"2007"	"2007"	291	335759	86.7
	"Colorado"	"08"	"30-34 years"	"30-34"	"2008"	"2008"	353	340567	103.7
	"Colorado"	"08"	"30-34 years"	"30-34"	"2009"	"2009"	346	347863	99.5
	"Colorado"	"08"	"30-34 years"	"30-34"	"2010"	"2010"	331	353819	93.6
	"Colorado"	"08"	"30-34 years"	"30-34"	"2011"	"2011"	374	366733	102.0
	"Colorado"	"08"	"30-34 years"	"30-34"	"2012"	"2012"	404	377427	107.0
	"Colorado"	"08"	"30-34 years"	"30-34"	"2013"	"2013"	408	388234	105.1
	"Colorado"	"08"	"30-34 years"	"30-34"	"2014"	"2014"	439	397396	110.5
	"Colorado"	"08"	"30-34 years"	"30-34"	"2015"	"2015"	497	406938	122.1
	"Colorado"	"08"	"30-34 years"	"30-34"	"2016"	"2016"	507	415837	121.9
	"Colorado"	"08"	"30-34 years"	"30-34"	"2017"	"2017"	550	430312	127.8
	"Colorado"	"08"	"30-34 years"	"30-34"	"2018"	"2018"	569	440515	129.2
	"Colorado"	"08"	"35-39 years"	"35-39"	"1999"	"1999"	538	371857	144.7
	"Colorado"	"08"	"35-39 years"	"35-39"	"2000"	"2000"	511	366092	139.6
	"Colorado"	"08"	"35-39 years"	"35-39"	"2001"	"2001"	543	359051	151.2
	"Colorado"	"08"	"35-39 years"	"35-39"	"2002"	"2002"	509	348863	145.9
	"Colorado"	"08"	"35-39 years"	"35-39"	"2003"	"2003"	503	338697	148.5
	"Colorado"	"08"	"35-39 years"	"35-39"	"2004"	"2004"	456	335046	136.1
	"Colorado"	"08"	"35-39 years"	"35-39"	"2005"	"2005"	463	338678	136.7
	"Colorado"	"08"	"35-39 years"	"35-39"	"2006"	"2006"	413	348239	118.6
	"Colorado"	"08"	"35-39 years"	"35-39"	"2007"	"2007"	459	355948	129.0
	"Colorado"	"08"	"35-39 years"	"35-39"	"2008"	"2008"	469	359009	130.6
	"Colorado"	"08"	"35-39 years"	"35-39"	"2009"	"2009"	484	357441	135.4
	"Colorado"	"08"	"35-39 years"	"35-39"	"2010"	"2010"	411	353605	116.2
	"Colorado"	"08"	"35-39 years"	"35-39"	"2011"	"2011"	431	345968	124.6
	"Colorado"	"08"	"35-39 years"	"35-39"	"2012"	"2012"	441	346303	127.3
	"Colorado"	"08"	"35-39 years"	"35-39"	"2013"	"2013"	433	352127	123.0
	"Colorado"	"08"	"35-39 years"	"35-39"	"2014"	"2014"	487	361125	134.9
	"Colorado"	"08"	"35-39 years"	"35-39"	"2015"	"2015"	466	373683	124.7
	"Colorado"	"08"	"35-39 years"	"35-39"	"2016"	"2016"	559	386232	144.7
	"Colorado"	"08"	"35-39 years"	"35-39"	"2017"	"2017"	569	401373	141.8
	"Colorado"	"08"	"35-39 years"	"35-39"	"2018"	"2018"	638	415058	153.7
	"Colorado"	"08"	"40-44 years"	"40-44"	"1999"	"1999"	732	367106	199.4
	"Colorado"	"08"	"40-44 years"	"40-44"	"2000"	"2000"	768	370731	207.2
	"Colorado"	"08"	"40-44 years"	"40-44"	"2001"	"2001"	819	378924	216.1
	"Colorado"	"08"	"40-44 years"	"40-44"	"2002"	"2002"	799	379240	210.7
	"Colorado"	"08"	"40-44 years"	"40-44"	"2003"	"2003"	818	376122	217.5
	"Colorado"	"08"	"40-44 years"	"40-44"	"2004"	"2004"	741	373107	198.6
	"Colorado"	"08"	"40-44 years"	"40-44"	"2005"	"2005"	703	366668	191.7
	"Colorado"	"08"	"40-44 years"	"40-44"	"2006"	"2006"	720	358798	200.7
	"Colorado"	"08"	"40-44 years"	"40-44"	"2007"	"2007"	698	350466	199.2
	"Colorado"	"08"	"40-44 years"	"40-44"	"2008"	"2008"	651	344601	188.9
	"Colorado"	"08"	"40-44 years"	"40-44"	"2009"	"2009"	667	342953	194.5
	"Colorado"	"08"	"40-44 years"	"40-44"	"2010"	"2010"	617	346039	178.3
	"Colorado"	"08"	"40-44 years"	"40-44"	"2011"	"2011"	656	355147	184.7
	"Colorado"	"08"	"40-44 years"	"40-44"	"2012"	"2012"	651	361043	180.3
	"Colorado"	"08"	"40-44 years"	"40-44"	"2013"	"2013"	609	362664	167.9
	"Colorado"	"08"	"40-44 years"	"40-44"	"2014"	"2014"	689	361428	190.6
	"Colorado"	"08"	"40-44 years"	"40-44"	"2015"	"2015"	637	359863	177.0
	"Colorado"	"08"	"40-44 years"	"40-44"	"2016"	"2016"	694	355844	195.0
	"Colorado"	"08"	"40-44 years"	"40-44"	"2017"	"2017"	653	358401	182.2
	"Colorado"	"08"	"40-44 years"	"40-44"	"2018"	"2018"	692	365021	189.6
	"Colorado"	"08"	"45-49 years"	"45-49"	"1999"	"1999"	905	327225	276.6
	"Colorado"	"08"	"45-49 years"	"45-49"	"2000"	"2000"	947	334855	282.8
	"Colorado"	"08"	"45-49 years"	"45-49"	"2001"	"2001"	986	346844	284.3
	"Colorado"	"08"	"45-49 years"	"45-49"	"2002"	"2002"	1103	355435	310.3
	"Colorado"	"08"	"45-49 years"	"45-49"	"2003"	"2003"	1054	360576	292.3
	"Colorado"	"08"	"45-49 years"	"45-49"	"2004"	"2004"	1074	363311	295.6
	"Colorado"	"08"	"45-49 years"	"45-49"	"2005"	"2005"	1121	369394	303.5
	"Colorado"	"08"	"45-49 years"	"45-49"	"2006"	"2006"	1053	374525	281.2
	"Colorado"	"08"	"45-49 years"	"45-49"	"2007"	"2007"	1066	376497	283.1
	"Colorado"	"08"	"45-49 years"	"45-49"	"2008"	"2008"	1156	376847	306.8
	"Colorado"	"08"	"45-49 years"	"45-49"	"2009"	"2009"	1102	376321	292.8
	"Colorado"	"08"	"45-49 years"	"45-49"	"2010"	"2010"	1025	371635	275.8
	"Colorado"	"08"	"45-49 years"	"45-49"	"2011"	"2011"	1028	359395	286.0
	"Colorado"	"08"	"45-49 years"	"45-49"	"2012"	"2012"	948	350227	270.7
	"Colorado"	"08"	"45-49 years"	"45-49"	"2013"	"2013"	974	343623	283.5
	"Colorado"	"08"	"45-49 years"	"45-49"	"2014"	"2014"	899	342793	262.3
	"Colorado"	"08"	"45-49 years"	"45-49"	"2015"	"2015"	867	348854	248.5
	"Colorado"	"08"	"45-49 years"	"45-49"	"2016"	"2016"	1007	359972	279.7
	"Colorado"	"08"	"45-49 years"	"45-49"	"2017"	"2017"	998	366386	272.4
	"Colorado"	"08"	"45-49 years"	"45-49"	"2018"	"2018"	962	367581	261.7
	"Colorado"	"08"	"50-54 years"	"50-54"	"1999"	"1999"	995	265834	374.3
	"Colorado"	"08"	"50-54 years"	"50-54"	"2000"	"2000"	1121	279270	401.4
	"Colorado"	"08"	"50-54 years"	"50-54"	"2001"	"2001"	1199	302429	396.5
	"Colorado"	"08"	"50-54 years"	"50-54"	"2002"	"2002"	1265	306326	413.0
	"Colorado"	"08"	"50-54 years"	"50-54"	"2003"	"2003"	1330	315348	421.8
	"Colorado"	"08"	"50-54 years"	"50-54"	"2004"	"2004"	1310	324142	404.1
	"Colorado"	"08"	"50-54 years"	"50-54"	"2005"	"2005"	1418	333224	425.5
	"Colorado"	"08"	"50-54 years"	"50-54"	"2006"	"2006"	1422	342438	415.3
	"Colorado"	"08"	"50-54 years"	"50-54"	"2007"	"2007"	1522	352394	431.9
	"Colorado"	"08"	"50-54 years"	"50-54"	"2008"	"2008"	1487	360056	413.0
	"Colorado"	"08"	"50-54 years"	"50-54"	"2009"	"2009"	1551	366113	423.6
	"Colorado"	"08"	"50-54 years"	"50-54"	"2010"	"2010"	1423	371063	383.5
	"Colorado"	"08"	"50-54 years"	"50-54"	"2011"	"2011"	1547	374987	412.5
	"Colorado"	"08"	"50-54 years"	"50-54"	"2012"	"2012"	1487	375192	396.3
	"Colorado"	"08"	"50-54 years"	"50-54"	"2013"	"2013"	1472	373492	394.1
	"Colorado"	"08"	"50-54 years"	"50-54"	"2014"	"2014"	1496	371522	402.7
	"Colorado"	"08"	"50-54 years"	"50-54"	"2015"	"2015"	1508	365510	412.6
	"Colorado"	"08"	"50-54 years"	"50-54"	"2016"	"2016"	1434	357751	400.8
	"Colorado"	"08"	"50-54 years"	"50-54"	"2017"	"2017"	1380	348747	395.7
	"Colorado"	"08"	"50-54 years"	"50-54"	"2018"	"2018"	1347	342590	393.2
	"Colorado"	"08"	"55-59 years"	"55-59"	"1999"	"1999"	1193	186839	638.5
	"Colorado"	"08"	"55-59 years"	"55-59"	"2000"	"2000"	1162	194722	596.7
	"Colorado"	"08"	"55-59 years"	"55-59"	"2001"	"2001"	1223	206124	593.3
	"Colorado"	"08"	"55-59 years"	"55-59"	"2002"	"2002"	1369	228179	600.0
	"Colorado"	"08"	"55-59 years"	"55-59"	"2003"	"2003"	1475	243088	606.8
	"Colorado"	"08"	"55-59 years"	"55-59"	"2004"	"2004"	1476	258091	571.9
	"Colorado"	"08"	"55-59 years"	"55-59"	"2005"	"2005"	1578	276139	571.5
	"Colorado"	"08"	"55-59 years"	"55-59"	"2006"	"2006"	1622	295417	549.1
	"Colorado"	"08"	"55-59 years"	"55-59"	"2007"	"2007"	1725	300917	573.2
	"Colorado"	"08"	"55-59 years"	"55-59"	"2008"	"2008"	1830	311073	588.3
	"Colorado"	"08"	"55-59 years"	"55-59"	"2009"	"2009"	1847	321695	574.1
	"Colorado"	"08"	"55-59 years"	"55-59"	"2010"	"2010"	1922	328364	585.3
	"Colorado"	"08"	"55-59 years"	"55-59"	"2011"	"2011"	2016	339098	594.5
	"Colorado"	"08"	"55-59 years"	"55-59"	"2012"	"2012"	2067	348632	592.9
	"Colorado"	"08"	"55-59 years"	"55-59"	"2013"	"2013"	2070	353840	585.0
	"Colorado"	"08"	"55-59 years"	"55-59"	"2014"	"2014"	2124	358499	592.5
	"Colorado"	"08"	"55-59 years"	"55-59"	"2015"	"2015"	2124	364677	582.4
	"Colorado"	"08"	"55-59 years"	"55-59"	"2016"	"2016"	2210	369227	598.5
	"Colorado"	"08"	"55-59 years"	"55-59"	"2017"	"2017"	2215	368749	600.7
	"Colorado"	"08"	"55-59 years"	"55-59"	"2018"	"2018"	2192	367276	596.8
	"Colorado"	"08"	"60-64 years "	"60-64"	"1999"	"1999"	1469	142207	1033.0
	"Colorado"	"08"	"60-64 years "	"60-64"	"2000"	"2000"	1504	144585	1040.2
	"Colorado"	"08"	"60-64 years "	"60-64"	"2001"	"2001"	1460	151870	961.3
	"Colorado"	"08"	"60-64 years "	"60-64"	"2002"	"2002"	1587	159381	995.7
	"Colorado"	"08"	"60-64 years "	"60-64"	"2003"	"2003"	1694	170587	993.0
	"Colorado"	"08"	"60-64 years "	"60-64"	"2004"	"2004"	1710	179869	950.7
	"Colorado"	"08"	"60-64 years "	"60-64"	"2005"	"2005"	1671	189801	880.4
	"Colorado"	"08"	"60-64 years "	"60-64"	"2006"	"2006"	1761	199307	883.6
	"Colorado"	"08"	"60-64 years "	"60-64"	"2007"	"2007"	1857	222515	834.6
	"Colorado"	"08"	"60-64 years "	"60-64"	"2008"	"2008"	2008	238572	841.7
	"Colorado"	"08"	"60-64 years "	"60-64"	"2009"	"2009"	2147	255522	840.2
	"Colorado"	"08"	"60-64 years "	"60-64"	"2010"	"2010"	2237	269280	830.7
	"Colorado"	"08"	"60-64 years "	"60-64"	"2011"	"2011"	2429	289522	839.0
	"Colorado"	"08"	"60-64 years "	"60-64"	"2012"	"2012"	2457	293246	837.9
	"Colorado"	"08"	"60-64 years "	"60-64"	"2013"	"2013"	2460	302321	813.7
	"Colorado"	"08"	"60-64 years "	"60-64"	"2014"	"2014"	2612	311787	837.8
	"Colorado"	"08"	"60-64 years "	"60-64"	"2015"	"2015"	2766	320883	862.0
	"Colorado"	"08"	"60-64 years "	"60-64"	"2016"	"2016"	2807	330083	850.4
	"Colorado"	"08"	"60-64 years "	"60-64"	"2017"	"2017"	2844	337731	842.1
	"Colorado"	"08"	"60-64 years "	"60-64"	"2018"	"2018"	2832	343324	824.9
	"Colorado"	"08"	"65-69 years"	"65-69"	"1999"	"1999"	2047	120041	1705.3
	"Colorado"	"08"	"65-69 years"	"65-69"	"2000"	"2000"	2014	121222	1661.4
	"Colorado"	"08"	"65-69 years"	"65-69"	"2001"	"2001"	1939	123072	1575.5
	"Colorado"	"08"	"65-69 years"	"65-69"	"2002"	"2002"	1923	124664	1542.5
	"Colorado"	"08"	"65-69 years"	"65-69"	"2003"	"2003"	1985	128115	1549.4
	"Colorado"	"08"	"65-69 years"	"65-69"	"2004"	"2004"	1893	133022	1423.1
	"Colorado"	"08"	"65-69 years"	"65-69"	"2005"	"2005"	1927	137891	1397.5
	"Colorado"	"08"	"65-69 years"	"65-69"	"2006"	"2006"	1925	145142	1326.3
	"Colorado"	"08"	"65-69 years"	"65-69"	"2007"	"2007"	2009	153405	1309.6
	"Colorado"	"08"	"65-69 years"	"65-69"	"2008"	"2008"	2194	164500	1333.7
	"Colorado"	"08"	"65-69 years"	"65-69"	"2009"	"2009"	2271	174777	1299.4
	"Colorado"	"08"	"65-69 years"	"65-69"	"2010"	"2010"	2226	182492	1219.8
	"Colorado"	"08"	"65-69 years"	"65-69"	"2011"	"2011"	2242	193240	1160.2
	"Colorado"	"08"	"65-69 years"	"65-69"	"2012"	"2012"	2639	215641	1223.8
	"Colorado"	"08"	"65-69 years"	"65-69"	"2013"	"2013"	2789	231082	1206.9
	"Colorado"	"08"	"65-69 years"	"65-69"	"2014"	"2014"	2947	246229	1196.9
	"Colorado"	"08"	"65-69 years"	"65-69"	"2015"	"2015"	3173	261457	1213.6
	"Colorado"	"08"	"65-69 years"	"65-69"	"2016"	"2016"	3286	277354	1184.8
	"Colorado"	"08"	"65-69 years"	"65-69"	"2017"	"2017"	3386	279914	1209.7
	"Colorado"	"08"	"65-69 years"	"65-69"	"2018"	"2018"	3293	288077	1143.1
	"Colorado"	"08"	"70-74 years"	"70-74"	"1999"	"1999"	2772	104378	2655.7
	"Colorado"	"08"	"70-74 years"	"70-74"	"2000"	"2000"	2732	105088	2599.7
	"Colorado"	"08"	"70-74 years"	"70-74"	"2001"	"2001"	2771	106470	2602.6
	"Colorado"	"08"	"70-74 years"	"70-74"	"2002"	"2002"	2801	107287	2610.8
	"Colorado"	"08"	"70-74 years"	"70-74"	"2003"	"2003"	2701	107937	2502.4
	"Colorado"	"08"	"70-74 years"	"70-74"	"2004"	"2004"	2470	108124	2284.4
	"Colorado"	"08"	"70-74 years"	"70-74"	"2005"	"2005"	2589	109886	2356.1
	"Colorado"	"08"	"70-74 years"	"70-74"	"2006"	"2006"	2522	112778	2236.3
	"Colorado"	"08"	"70-74 years"	"70-74"	"2007"	"2007"	2488	115291	2158.0
	"Colorado"	"08"	"70-74 years"	"70-74"	"2008"	"2008"	2637	118969	2216.5
	"Colorado"	"08"	"70-74 years"	"70-74"	"2009"	"2009"	2639	124168	2125.3
	"Colorado"	"08"	"70-74 years"	"70-74"	"2010"	"2010"	2564	127468	2011.5
	"Colorado"	"08"	"70-74 years"	"70-74"	"2011"	"2011"	2666	134649	1980.0
	"Colorado"	"08"	"70-74 years"	"70-74"	"2012"	"2012"	2689	142679	1884.7
	"Colorado"	"08"	"70-74 years"	"70-74"	"2013"	"2013"	2877	154070	1867.3
	"Colorado"	"08"	"70-74 years"	"70-74"	"2014"	"2014"	3236	163720	1976.5
	"Colorado"	"08"	"70-74 years"	"70-74"	"2015"	"2015"	3183	172241	1848.0
	"Colorado"	"08"	"70-74 years"	"70-74"	"2016"	"2016"	3285	180426	1820.7
	"Colorado"	"08"	"70-74 years"	"70-74"	"2017"	"2017"	3582	199306	1797.2
	"Colorado"	"08"	"70-74 years"	"70-74"	"2018"	"2018"	3814	212721	1793.0
	"Colorado"	"08"	"75-79 years"	"75-79"	"1999"	"1999"	3655	84482	4326.4
	"Colorado"	"08"	"75-79 years"	"75-79"	"2000"	"2000"	3587	85922	4174.7
	"Colorado"	"08"	"75-79 years"	"75-79"	"2001"	"2001"	3669	87364	4199.7
	"Colorado"	"08"	"75-79 years"	"75-79"	"2002"	"2002"	3684	87670	4202.1
	"Colorado"	"08"	"75-79 years"	"75-79"	"2003"	"2003"	3756	88470	4245.5
	"Colorado"	"08"	"75-79 years"	"75-79"	"2004"	"2004"	3510	89018	3943.0
	"Colorado"	"08"	"75-79 years"	"75-79"	"2005"	"2005"	3564	90239	3949.5
	"Colorado"	"08"	"75-79 years"	"75-79"	"2006"	"2006"	3478	92634	3754.6
	"Colorado"	"08"	"75-79 years"	"75-79"	"2007"	"2007"	3450	93946	3672.3
	"Colorado"	"08"	"75-79 years"	"75-79"	"2008"	"2008"	3449	94493	3650.0
	"Colorado"	"08"	"75-79 years"	"75-79"	"2009"	"2009"	3300	95317	3462.1
	"Colorado"	"08"	"75-79 years"	"75-79"	"2010"	"2010"	3383	96908	3490.9
	"Colorado"	"08"	"75-79 years"	"75-79"	"2011"	"2011"	3352	98976	3386.7
	"Colorado"	"08"	"75-79 years"	"75-79"	"2012"	"2012"	3291	101711	3235.6
	"Colorado"	"08"	"75-79 years"	"75-79"	"2013"	"2013"	3327	105407	3156.3
	"Colorado"	"08"	"75-79 years"	"75-79"	"2014"	"2014"	3477	110306	3152.1
	"Colorado"	"08"	"75-79 years"	"75-79"	"2015"	"2015"	3651	114345	3193.0
	"Colorado"	"08"	"75-79 years"	"75-79"	"2016"	"2016"	3912	119148	3283.3
	"Colorado"	"08"	"75-79 years"	"75-79"	"2017"	"2017"	3856	124737	3091.3
	"Colorado"	"08"	"75-79 years"	"75-79"	"2018"	"2018"	4117	134107	3069.9
	"Colorado"	"08"	"80-84 years"	"80-84"	"1999"	"1999"	3882	54621	7107.2
	"Colorado"	"08"	"80-84 years"	"80-84"	"2000"	"2000"	3901	55625	7013.0
	"Colorado"	"08"	"80-84 years"	"80-84"	"2001"	"2001"	4144	59001	7023.6
	"Colorado"	"08"	"80-84 years"	"80-84"	"2002"	"2002"	4345	61754	7036.0
	"Colorado"	"08"	"80-84 years"	"80-84"	"2003"	"2003"	4296	63630	6751.5
	"Colorado"	"08"	"80-84 years"	"80-84"	"2004"	"2004"	4357	65952	6606.3
	"Colorado"	"08"	"80-84 years"	"80-84"	"2005"	"2005"	4378	67266	6508.5
	"Colorado"	"08"	"80-84 years"	"80-84"	"2006"	"2006"	4363	69116	6312.6
	"Colorado"	"08"	"80-84 years"	"80-84"	"2007"	"2007"	4221	69962	6033.3
	"Colorado"	"08"	"80-84 years"	"80-84"	"2008"	"2008"	4342	71275	6091.9
	"Colorado"	"08"	"80-84 years"	"80-84"	"2009"	"2009"	4223	72172	5851.3
	"Colorado"	"08"	"80-84 years"	"80-84"	"2010"	"2010"	4367	73144	5970.4
	"Colorado"	"08"	"80-84 years"	"80-84"	"2011"	"2011"	4408	75158	5865.0
	"Colorado"	"08"	"80-84 years"	"80-84"	"2012"	"2012"	4333	76700	5649.3
	"Colorado"	"08"	"80-84 years"	"80-84"	"2013"	"2013"	4274	77560	5510.6
	"Colorado"	"08"	"80-84 years"	"80-84"	"2014"	"2014"	4472	78133	5723.6
	"Colorado"	"08"	"80-84 years"	"80-84"	"2015"	"2015"	4537	79603	5699.5
	"Colorado"	"08"	"80-84 years"	"80-84"	"2016"	"2016"	4638	80825	5738.3
	"Colorado"	"08"	"80-84 years"	"80-84"	"2017"	"2017"	4597	81817	5618.6
	"Colorado"	"08"	"80-84 years"	"80-84"	"2018"	"2018"	4591	84960	5403.7
	"Colorado"	"08"	"85-89 years"	"85-89"	"1999"	"1999"	3609	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2000"	"2000"	3705	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2001"	"2001"	3885	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2002"	"2002"	4027	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2003"	"2003"	4108	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2004"	"2004"	3824	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2005"	"2005"	4253	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2006"	"2006"	4258	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2007"	"2007"	4500	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2008"	"2008"	4639	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2009"	"2009"	4606	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2010"	"2010"	4775	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2011"	"2011"	4889	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2012"	"2012"	4904	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2013"	"2013"	5040	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2014"	"2014"	5146	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2015"	"2015"	5210	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2016"	"2016"	5299	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2017"	"2017"	5342	Not Applicable	Not Applicable
	"Colorado"	"08"	"85-89 years"	"85-89"	"2018"	"2018"	5114	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"1999"	"1999"	2469	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2000"	"2000"	2550	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2001"	"2001"	2609	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2002"	"2002"	2751	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2003"	"2003"	2718	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2004"	"2004"	2535	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2005"	"2005"	2846	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2006"	"2006"	2881	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2007"	"2007"	2973	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2008"	"2008"	3170	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2009"	"2009"	3134	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2010"	"2010"	3292	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2011"	"2011"	3548	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2012"	"2012"	3779	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2013"	"2013"	3843	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2014"	"2014"	4074	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2015"	"2015"	4309	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2016"	"2016"	4232	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2017"	"2017"	4370	Not Applicable	Not Applicable
	"Colorado"	"08"	"90-94 years"	"90-94"	"2018"	"2018"	4431	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"1999"	"1999"	963	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"2000"	"2000"	958	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"2001"	"2001"	1101	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"2002"	"2002"	1099	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"2003"	"2003"	1097	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"2004"	"2004"	1031	Not Applicable	Not Applicable
	"Colorado"	"08"	"95-99 years"	"95-99"	"2005"	"2005"	1114	Not Applicable	Not Applicable
